time_s,throttle,brake,acceleration_true_mps2,speed_true_mps,acceleration_observed_mps2,speed_observed_mps,speed_next_true_mps
0.0,0.0,0.0,0.0,0.0,-0.08669590618864485,0.07617926993860784,0.0
0.1,0.0,0.0,0.0,0.0,0.0275683923800286,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.03034240274921304,0.1876127989516143,0.0
0.30000000000000004,0.0,0.0,0.0,0.0,0.10298648892840523,0.23514117909780347,0.0
0.4,0.0,0.0,0.0,0.0,0.08799837202736668,0.0,0.0
0.5,0.0,0.0,0.0,0.0,-0.010578292522493768,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,0.0,-0.09953647030886956,0.03196010079182134,0.0
0.7000000000000001,0.0,0.0,0.0,0.0,-0.025528527760871826,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.017378495584841974,0.0,0.0
0.9,0.0,0.0,0.0,0.0,-0.016166659631152328,0.0,0.0
1.0,0.0,0.0,0.0,0.0,-0.046231528646212466,0.21984949371570714,0.0
1.1,0.0,0.0,0.0,0.0,0.020230785197591913,0.19444798385723708,0.0
1.2000000000000002,0.0,0.0,0.0,0.0,-0.040316619312848835,0.01650767439030401,0.0
1.3,0.0,0.0,0.0,0.0,-0.05024528669802992,0.2818103017420082,0.0
1.4000000000000001,0.0,0.0,0.0,0.0,0.024916226744275165,0.1168773355630114,0.0
1.5,0.0,0.0,0.0,0.0,-0.032159406410336384,0.0,0.0
1.6,0.0,0.0,0.0,0.0,0.01952835111826817,0.09218769602062471,0.0
1.7000000000000002,0.0,0.0,0.0,0.0,0.021856321828169815,0.0,0.0
1.8,0.0,0.0,0.0,0.0,-0.09115432008732598,0.21961257532681813,0.0
1.9000000000000001,0.0,0.0,0.0,0.0,-0.03849928990923297,0.0,0.0
2.0,0.65,0.0,1.85,0.0,1.9650221551933171,0.0,0.18500000000000003
2.1,0.65,0.0,1.8498973250000001,0.18500000000000003,1.7569309639812571,0.014767613899014681,0.36998973250000006
2.2,0.65,0.0,1.8495893227935338,0.36998973250000006,1.6802569668758913,0.6756250671685076,0.5549486647793535
2.3000000000000003,0.65,0.0,1.849076095938379,0.5549486647793535,1.700128483678978,0.5163162942621529,0.7398562743731913
2.4000000000000004,0.65,0.0,1.848357838079812,0.7398562743731913,1.8506866338059456,0.6327743188324145,0.9246920581811726
2.5,0.65,0.0,1.84743483379261,0.9246920581811726,1.849908216035226,0.8366586705591152,1.1094355415604336
2.6,0.65,0.0,1.8463074583373675,1.1094355415604336,1.8368985899033579,1.2425128379487707,1.2940662873941704
2.7,0.65,0.0,1.8449761773314897,1.2940662873941704,1.9421113636457699,1.38542730348519,1.4785639051273194
2.8000000000000003,0.65,0.0,1.843441546335364,1.4785639051273194,1.6296147916871289,1.5817470580263164,1.6629080597608559
2.9000000000000004,0.65,0.0,1.8417042103543473,1.6629080597608559,1.8733789203088131,1.7706133105128266,1.8470784807962906
3.0,0.65,0.0,1.839764903257338,1.8470784807962906,1.9646799594016238,2.382490381013906,2.0310549711220243
3.1,0.65,0.0,1.8376244471128416,2.0310549711220243,1.7474019859215044,1.9294512170258704,2.2148174158333083
3.2,0.65,0.0,1.8352837514435645,2.2148174158333083,1.8048992305003728,2.086756733565424,2.3983457909776646
3.3000000000000003,0.65,0.0,1.8327438124006992,2.3983457909776646,1.7725124590224095,2.194902608915695,2.5816201722177348
3.4000000000000004,0.65,0.0,1.8300057118591955,2.5816201722177348,1.7584580281729931,2.7356150278616087,2.7646207434036545
3.5,0.65,0.0,1.8270706164354267,2.7646207434036545,1.8009696560335835,3.0468638165838775,2.9473278050471974
3.6,0.65,0.0,1.823939776428787,2.9473278050471974,1.9381385991235474,2.9188409406334785,3.1297217826900763
3.7,0.65,0.0,1.8206145246888659,3.1297217826900763,1.9676054587278675,2.919682663449444,3.3117832351589627
3.8000000000000003,0.65,0.0,1.8170962754099602,3.3117832351589627,1.7902211374067485,3.105662931236153,3.493492862699959
3.9000000000000004,0.65,0.0,1.8133865228547934,3.493492862699959,1.965791339979951,3.656141059656134,3.674831514985438
4.0,0.65,0.0,1.8094868400094095,3.674831514985438,1.8123329581681795,3.8606450577862987,3.855780198986379
4.1000000000000005,0.65,0.0,1.8053988771713139,3.855780198986379,1.9456941593074004,3.9915687660626777,4.036320086703511
4.2,0.65,0.0,1.8011243604730214,4.036320086703511,1.793660468500742,3.8699426598813376,4.2164325227508135
4.3,0.65,0.0,1.7966650903432677,4.2164325227508135,1.8071497164269592,4.274472853517493,4.39609903178514
4.4,0.65,0.0,1.7920229399082133,4.39609903178514,1.82126089771964,4.425270484070323,4.575301325775961
4.5,0.65,0.0,1.7871998533350584,4.575301325775961,2.0415081476844614,4.629973474958215,4.754021311109467
4.6000000000000005,0.65,0.0,1.7821978441205513,4.754021311109467,1.8503006901081345,4.971878505596514,4.932241095521522
4.7,0.65,0.0,1.777018993326946,4.932241095521522,1.720437830930829,4.988139982715192,5.109942994854216
4.800000000000001,0.65,0.0,1.7716654477680212,5.109942994854216,1.8491852773900899,5.27967138562219,5.287109539631018
4.9,0.65,0.0,1.766139418147828,5.287109539631018,1.7371928151810807,5.304004307003241,5.463723481445801
5.0,0.65,0.0,1.7604431771548934,5.463723481445801,1.7212631625227968,5.536003331118297,5.639767799161291
5.1000000000000005,0.65,0.0,1.7545790575146303,5.639767799161291,1.8272671663059992,5.7975898556209255,5.815225704912754
5.2,0.65,0.0,1.748549450002766,5.815225704912754,1.7510362970244584,5.450936749948837,5.990080649913031
5.300000000000001,0.65,0.0,1.7423568014226125,5.990080649913031,1.764642874583557,5.910162845823706,6.164316330055292
5.4,0.65,0.0,1.736003612549041,6.164316330055292,1.7371224302982644,6.046723166482093,6.337916691310196
5.5,0.65,0.0,1.729492436042035,6.337916691310196,1.7564190861704698,6.17819722924936,6.510865934914399
5.6000000000000005,0.65,0.0,1.7228258743327138,6.510865934914399,1.7568231461276058,6.442080372107728,6.68314852234767
5.7,0.65,0.0,1.7160065774847266,6.68314852234767,1.5610492228682933,7.056883850156269,6.854749180096142
5.800000000000001,0.65,0.0,1.7090372410339139,6.854749180096142,1.7623630545226765,6.638291401172832,7.025652904199534
5.9,0.65,0.0,1.7019206038091381,7.025652904199534,1.623359050222714,7.267722492847404,7.195844964580448
6.0,0.65,0.0,1.6946594457371666,7.195844964580448,1.5792755148924138,6.775127521676496,7.365310909154164
6.1000000000000005,0.65,0.0,1.687256585634484,7.365310909154164,1.6825836861257895,7.281589651657721,7.534036567717613
6.2,0.65,0.0,1.6797148789888814,7.534036567717613,1.6864333592540377,7.574724833993864,7.702008055616501
6.300000000000001,0.65,0.0,1.6720372157336556,7.702008055616501,1.6165567225678732,7.84856363845632,7.869211777189866
6.4,0.65,0.0,1.6642265180172089,7.869211777189866,1.7307090666306468,8.04701842213808,8.035634428991587
6.5,0.65,0.0,1.6562857379708151,8.035634428991587,1.5489117246611426,8.233971237791568,8.201263002788668
6.6000000000000005,0.65,0.0,1.6482178554772695,8.201263002788668,1.6156623555754648,8.11408173472656,8.366084788336394
6.7,0.65,0.0,1.6400258759430992,8.366084788336394,1.5932359451484592,8.250496840170252,8.530087375930703
6.800000000000001,0.65,0.0,1.631712828076963,8.530087375930703,1.6279858464498158,8.744581346244992,8.693258658738399
6.9,0.65,0.0,1.6232817616768096,8.693258658738399,1.6455909044485888,8.645432577517996,8.855586834906081
